エリア	施設	タイムスタンプ	個人情報保護の方針について	全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）	石川県内での宿泊数をお答えください	石川県内での宿泊エリアをお答えください	石川県外での宿泊エリアをお答えください	今回はどなたと石川県を訪れていますか？	今回の石川県の訪問目的は何ですか？（複数選択可）	石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください	次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください	前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。	上記満足度の理由について、具体的に教えてください	今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）	今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり） ※石川県外からの交通費、石川県内での交通費を含む。	今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり） ※飲食、買い物、体験・観光などの消費額合計 ※宿泊費、交通費を除く	これまでに   当施設   には何度訪れたことがありますか。	今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）	当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(前)	当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(後)	当施設    における、消費総額をお答えください。（予定でも可/１人あたり）	当施設 における、商品・サービスの満足度をお答えください	上記満足度の理由につい具体的に教えてください。(サービス)	当施設   における、施設全体の満足度をお答えください。	上記満足度の理由につい具体的に教えてください。(施設全体)	当施設   において、不便を感じたり困ったことはありましたか。	上記不便を感じたり、困ったことについて具体的に教えてください	あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。	あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください	今後、再び石川県を訪れたいと思いますか	あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。  (※必須項目です。無ければ「特になし」とご記入ください)	性別をお答えください	生まれた年をお答えください	お住いの都道府県をお答えください	お住いの市区町村をお答えください 例：新宿区	世帯年収をお答えください	アンケートに回答しようと思った動機をお答えください	旅全体の総合満足度を教えてください。	石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。 ０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。	今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
能登エリア	千里浜レストハウス	2025/08/11	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	夫婦2人	温泉や露天風呂	自家用車	自家用車	とても満足		10,000円以上 20,000円未満	10,000円以上 20,000円未満	10,000円以上 20,000円未満	2～5回目	観光展・物産展	千里浜なぎさドライブウェイ		千里浜なぎさドライブウェイ		10,000円以上 20,000円未満	とても満足	品数が豊富	とても満足	地域特産品が豊富	感じなかった		6		機会があれば行きたい	特に無し	男	1965	石川県	野々市市	800万円以上 900万円未満	景品が当たる, 石川県のおすすめ観光スポットが見たい	とても満足	6	
能登エリア	千里浜レストハウス	2025/08/11	同意する	2泊	1泊	石川県内には宿泊しない	福井県	恋人	まちあるき、都市散策	新幹線	在来線	どちらでもない	素晴らしい	10,000円以上 20,000円未満	1,000円以上 3,000円未満	30,000円以上 40,000円未満	2～5回目	X(旧：Twitter)	千里浜なぎさドライブウェイ		のとじま水族館		10,000円以上 20,000円未満	不満		満足		感じなかった		6		機会があれば行きたい	またきたい	男	2006	福島県	郡山市	300万円以上 400万円未満	ARでひゃくまんさんと写真が撮りたかった	満足	8	
能登エリア	のと里山空港	2025/08/11	同意する	2泊	2泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	夫婦2人	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる	在来線, 飛行機	レンタカー	満足	地震でガタガタの道もあったが、行きたい場所には行けたため。	30,000円以上 40,000円未満	20,000円以上 30,000円未満	10,000円以上 20,000円未満	初めて	インターネット・アプリ, Instagram	能登食祭市場		選択なし／該当施設なし		使わない	どちらでもない	帰るための空港なので。	不満	保安検査場を通ってから、何かお店があるとよかった	感じた	飛行機遅延で行きたかった時間(16-17時)にNOTOMORIが閉まっていた	5	1階のお土産屋のソフトクリームが売り切れていて残念だった。	機会があれば行きたい	あまり並ばずに美味しいお店に入れること。	女	1994	神奈川県	川崎市	900万円以上 1,000万円未満	景品が当たる, どこのアンケートフォームを使っているのか気になったので。	とても満足	10	飲食店や旅館、お土産屋の店員屋さんがみなさん優しくて色んな話ができたため。ご飯も美味しかった。
能登エリア	千里浜レストハウス	2025/08/13	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	祖父母	地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策, 友人・親戚を訪ねる, お盆の墓参り	新幹線	自家用車			使わない	20,000円以上 30,000円未満	10,000円以上 20,000円未満	11回目以上	新聞・雑誌・ガイドブック, 友人・知人	千里浜なぎさドライブウェイ	コスモアイル羽咋	選択なし／該当施設なし		1,000円以上 3,000円未満	満足		満足	景色が綺麗だった	感じなかった		5		また行きたい（1年以内）	特になし	女	2003	神奈川県	相模原市	300万円以上 400万円未満	コスモアイルのクリアファイルが欲しかった	とても満足	10	
能登エリア	コスモアイル羽咋	2025/08/13	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	中学生以上連れの家族	地元の美味しいものを食べる	自家用車	レンタカー	どちらでもない		5,000円以上 10,000円未満	5,000円以上 10,000円未満	10,000円以上 20,000円未満	初めて	インターネット・アプリ, X(旧：Twitter)	千里浜なぎさドライブウェイ		千里浜なぎさドライブウェイ		3,000円以上 5,000円未満	とても満足		とても満足		感じなかった		5		また行きたい（1年以内）	コスモアイル	女	1970	大阪府	堺市	500万円以上 600万円未満	石川県の雑学を知りたい	とても満足	10	
能登エリア	志雄パーキング（下り）	2025/08/14	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	夫婦2人	ドライブ・ツーリング	自家用車	自家用車			使わない	1,000円未満	5,000円以上 10,000円未満	2～5回目	インターネット・アプリ	千里浜なぎさドライブウェイ		千里浜なぎさドライブウェイ		1,000円未満	満足		満足		感じなかった		6		機会があれば行きたい	特になし	その他	1966	石川県	能美市	800万円以上 900万円未満	景品が当たる	満足	6	
能登エリア	コスモアイル羽咋	2025/08/15	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	自分ひとり	いしかわ観光特使としての取材	自家用車	自家用車			使わない	1,000円以上 3,000円未満	5,000円以上 10,000円未満	初めて	観光パンフレット・ポスター, 観光連盟やDMOのHP, インターネット・アプリ, X(旧：Twitter), Instagram	選択なし/該当施設なし		千里浜なぎさドライブウェイ		5,000円以上 10,000円未満	満足	宇宙食についてYouTubeの人気バラエティチャンネル「にじさんじB級バラエティ(仮)」にて特集されていて興味を持っていて、購入することが出来た。	どちらでもない	実物大の宇宙開発機材を見ることが出来たのは満足。宇宙人関連については情報が古すぎる。	感じた	UFOの解説動画ブースの音声ボリュームが最初大きく、直後に聞き取れないくらい小さくなる	8	ムーの編集長が今は違うなど情報が古いし、ムー自体30年くらい情報が更新されておらず、コラボに向かないのではないか。宇宙開発面ならYouTubeのサイエルスチャンネルのVIENCEや、宇宙探索が課題のouter wildsというゲームとコラボした方が近代的だと思う。先ほど記入したにじさんじB級バラエティ(仮)に取材を依頼するのもよいと思う。ムーのようなカルトチックではなく、若者の最先端を利用するべきだと思う	また行きたい（1年以内）	石川県は北陸三県の中で最も観光面で優れているとおもいます。しかし若者の流行などに疎い面を感じるので地域型VTuber(石川県なら能登地方応援VTuber勇者ノト等)などをもっと活用してほしい。	男	1973	福井県	福井市	300万円以上 400万円未満	観光特使の取材。観光施設の優良、不満点、提案があったため	満足	10	能登半島はなんとしても現状を知ってもらいたい
能登エリア	コスモアイル羽咋	2025/08/15	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 友人・親戚を訪ねる	新幹線	レンタカー	とても満足	乳児連れで車の移動が楽だったから	40,000円以上 50,000円未満	5,000円以上 10,000円未満	10,000円以上 20,000円未満	初めて	インターネット・アプリ	千里浜なぎさドライブウェイ		選択なし／該当施設なし	石川県立図書館	1,000円以上 3,000円未満	とても満足	展示がすごく充実していた	とても満足	色々な宇宙機があるところ	感じた	授乳室など	10	図録など売ってほしい	また行きたい（1年以内）	特に無し	男	1983	東京都	港区	1,500万円以上	景品が当たる	とても満足	10	お魚がおいしい！
能登エリア	千里浜レストハウス	2025/08/16	同意する	1泊	1泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	中学生以上連れの家族	地元の美味しいものを食べる, 友人・親戚を訪ねる	県外から訪れていない（石川県内在住）	自家用車			10,000円以上 20,000円未満	5,000円以上 10,000円未満	10,000円以上 20,000円未満	2～5回目	友人・知人	千里浜なぎさドライブウェイ		選択なし／該当施設なし		1,000円以上 3,000円未満	満足		満足		感じなかった		3		石川県在住	安くて美味しい海鮮	女	1986	石川県	鹿島郡中能登町	700万円以上 800万円未満	景品が当たる	満足	5	
能登エリア	コスモアイル羽咋	2025/08/16	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	夫婦2人	宿でのんびり過ごす	新幹線, 在来線	在来線	どちらでもない		5,000円以上 10,000円未満	10,000円以上 20,000円未満	3,000円以上 5,000円未満	初めて	観光展・物産展, 友人・知人	選択なし/該当施設なし		選択なし／該当施設なし		3,000円以上 5,000円未満	どちらでもない		どちらでもない		感じなかった		5		どちらともいえない	なし	男	1977	埼玉県	越谷市	100万円未満	石川県の雑学を知りたい	どちらでもない	6	
能登エリア	能登食祭市場	2025/08/16	同意する	2泊	1泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	富山県	夫婦2人	温泉や露天風呂, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, 稲垣潤一さんライブの為	自家用車	自家用車			5,000円以上 10,000円未満	5,000円以上 10,000円未満	3,000円以上 5,000円未満	初めて	観光パンフレット・ポスター	能登食祭市場		選択なし／該当施設なし		3,000円以上 5,000円未満	満足	満足したので	満足	満足した	感じなかった		6	特になし	機会があれば行きたい	なし	女	1963	神奈川県	横浜市	100万円未満	景品が当たる	満足	6	なし
能登エリア	気多大社	2025/08/22	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	福井県	小学生以下連れの家族	温泉や露天風呂	自家用車	自家用車	とても不満	行きたいところに行けました	20,000円以上 30,000円未満	10,000円以上 20,000円未満	10,000円以上 20,000円未満	初めて	TV・ラジオ番組やCM	千里浜なぎさドライブウェイ		選択なし／該当施設なし		10,000円以上 20,000円未満	とても満足	楽しかったです	とても不満	楽しめました	感じなかった		8		また行きたい（1年以内）	特になし	女	1981	福井県	福井市	300万円以上 400万円未満	景品が当たる	とても満足	8	
能登エリア	コスモアイル羽咋	2025/08/23	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	福井県	小学生以下連れの家族	ドライブ・ツーリング	自家用車	自家用車	とても満足	駐車場が完備してあり、停めやすい	使わない	3,000円以上 5,000円未満	5,000円以上 10,000円未満	初めて	観光展・物産展	千里浜なぎさドライブウェイ		千里浜なぎさドライブウェイ		3,000円以上 5,000円未満	とても満足		とても満足		感じなかった		5		また行きたい（1年以内）	おみあげ	男	1987	福井県	福井市	500万円以上 600万円未満	景品が当たる	とても満足	6	
能登エリア	気多大社	2025/08/23	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	恋人	名所、旧跡の観光	自家用車	自家用車			3,000円以上 5,000円未満	3,000円以上 5,000円未満	5,000円以上 10,000円未満	11回目以上	Instagram	千里浜なぎさドライブウェイ		能登食祭市場		5,000円以上 10,000円未満	とても満足		とても満足		感じなかった		3		また行きたい（1年以内）	体験活動をしてみたい	女	1998	石川県	中能登町	500万円以上 600万円未満	景品が当たる	とても満足	3	
能登エリア	気多大社	2025/08/24	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	友人	名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策	県外から訪れていない（石川県内在住）	友人の車			使わない	使わない	5,000円以上 10,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		1,000円未満	どちらでもない		どちらでもない		感じなかった		6		機会があれば行きたい	地元の昔からあるものに触れたい	女	1965	石川県	金沢市	100万円未満	なんとなく	満足	7	のんびりできる
